label|id|ticker|date|title|body|proba_logit|proba_forest
2|37|ADVANC|5272016|BRIEF-Advanced Info Service PCL updates on result of 900MHz license auction|May 27 (Reuters) - Advanced Info Service PCL : * Says unit participated in the 900mhz license auction * NBTC officially notified that unit awc is the auction winner for 2x 10mhz spectrum bandwidth at the final bid price of baht 75.65 billion|0.5780544490043996|0.79
2|38|ADVANC|5232016|BRIEF-Advanced Info Service PCL updates on pre-qualification result for 900MHz license auction|May 23 (Reuters) - Advanced Info Service PCL : * Unit is qualified to participate in an auction of 900mhz license * Source text (bit.ly/25hpi0M)|0.5881569510585328|0.49666666666666665
2|39|ADVANC|5092016|BRIEF-Advanced Info Service PCL says qtrly net profit 8.07 billion BAHT|"May 9 (Reuters) - Advanced Info Service PCL : * Qtrly net profit 8.07 billion baht versus 9.90 billion baht last year * Qtrly total revenue 37.25 billion baht versus 40.58 billion baht last year * ""Guidance is maintained the same"" * ""Did not recognize any cost from the partnership with tot in 1q16 until further notified or the contract is signed"" * Re-auction of 900mhz is scheduled to be held on 27 may 2016"|0.5367673013484399|0.6766666666666666
2|40|ADVANC|3162016|BRIEF-Advanced Info Service updates on legal proceedings|The central administrative court issued injunction to extend the remedy period for 2g customer of 900mhz until midnight of April 14, 2016|0.5479073255139071|0.7166666666666667
2|41|ADVANC|3142016|BRIEF-Advanced Info service says co file injunction to Central Administerative Court| AIS file injunction to central administerative court to object resolution of national telecommunications commission|0.5049557531884922|0.7
1|42|ADVANC|2112016|BRIEF-Thai AIS aims 10 mln 4G subscribers by end 2016, up from 4.4 mln|The company aims 10 million 4G subscribers by end 2016, up from 4.4 million now, senior vice president consumer Marketing & Sales Titipong Khiewpasal told reporters.|0.7494866579642508|0.8633333333333333
1|43|ADVANC|1262016|BRIEF-AIS|Jan 26 (Reuters) - Advanced Info Service Pcl CEO Somchai Lertsuthiwong told a news conference: The country's biggest mobile phone operator will invest 20 billion baht to expand its 3G capacity, Says investment will help AIS maintain its market share|0.7575382044945929|0.9233333333333333
1|44|ADVANC|12222015|BRIEF-Thai AIS aims to maintain leading position in mobile market|The country's biggest mobile phone operator aims to maintain leading position in mobile market, Chief Executive Somchai Lertsuttiwong said in a statement.|0.7248787007721031|0.96
1|45|ADVANC|3232015|BRIEF-Thai AIS sees 2015 revenue growth at 3-4 pct, interested in 4G auction|The country's largest mobile telephone operator expected its revenue growth for this year at 3-4 percent, Chief Executive Somchai Lertsuttiwong told reporters. AIS is interested in an auction of spectrum licences used for 4G wireless broadband service slated for August.|0.6873799302528751|0.9033333333333333
0|46|ADVANC|3182015|BUZZ-Thai AIS, Total Access retreat; key panel meeting eyed|Advanced Info Service Pcl ADVANC.BK shares fall 0.8 pct after 3.8 pct jump on Tuesday; Total Access Communication Pcl DTAC.BK shares ease 0.3 pct, further pulling away from a near two-week high hit on Friday. Profit-taking seen as market awaits meeting of the digital economy committee later in the day, which may discuss timeline for long-awaited 4G auction - brokers.|0.5269190016670923|0.4166666666666667
1|47|ADVANC|3132015|BUZZ-Thai Advanced Info Service jumps; digital economy lifts 4G hopes|Advanced Info Service Pcl (AIS) ADVANC.BK gains as much as 3 pct, the biggest one-day rise since Jan 19; The first set of bills promoting the digital economy is expected to be forwarded for Cabinet consideration this month, the Nation reports|0.7496326710363336|0.9333333333333333
1|48|ADVANC|2262015|BUZZ-Thai AIS, DTAC rebound; 4G auction now seen in Sept as scheduled|Top mobile phone operator Advanced Info Service Pcl (AIS) ADVANC.BK rises as much as 2.6 pct, after falling 4.2 pct on Wednesday. Second-biggest mobile phone operator Total Access Communication Pcl DTAC.BK rises as much as 1.5 pctAuction for 4G mobile spectrum expected in Sept as scheduled - deputy prime minister Pridiyathorn Devakula.Concerns over potential 4G auction delays sent AIS to a more than 4-month closing low on Wednesday and DTAC to a near 2-year closing low (Full Story)The selloffs could be overdone, brokers say.If spectrum auctions are indeed delayed, the impact on AIS will be marginal and manageable, Citi says DTAC should be broadly unaffected given its sufficient spectrum allocation through 2018 - Citi|0.6601898910337721|0.9466666666666667
0|49|ADVANC|2252015|Thailand's AIS expects voice service revenue to fall 9-10 pct in 2015|BANGKOK, Feb 25 (Reuters) - Thailand's largest mobile phone operator Advanced Info Service PCL ADVANC.BK expects revenue from its mainstay voice services to fall by up 10 percent this year, but maintained its overall revenue growth target on an increase in non-voice revenues.AIS said on Wednesday it expects revenue from non-voice services to increase by a third, helping the company keep its overall revenue growth target for this year at 3-4 percent.Voice services accounted for more than half of overall revenue in 2014.|0.4509337879798326|0.15666666666666668
0|50|ADVANC|2252015|BUZZ-Thai AIS, Total Access shares fall after 4G auction delay report|Top mobile telephone operator Advanced Info Service Pcl ADVANC.BK shares drop 3 pct, worst performer on the 50 large cap index .SET50** Second largest Total Access Communication Pcl DTAC.BK shares fall almost 2 pct** Telecom regulator has confirmed that the planned auctions for the fourth-generation (4G) spectrum will definitely be postponed - the Bangkok Post|0.27706863745805393|0.07666666666666666
1|51|ADVANC|2052015|UPDATE 1-Thailand's AIS Q4 profit up 3.5 pct, aims for high data growth|BANGKOK, Feb 5 (Reuters) - Advanced Info Service PCL (AIS) ADVANC.BK, Thailand's largest mobile operator, reported a rise in fourth-quarter net profit below market expectations on Thursday as falling voice revenue partly offset improved mobile data usage and lower costs.The company, 23-percent-owned by Singapore Telecommunications Ltd STEL.SI, posted a 3.5 percent rise in net profit to 9.12 billion baht ($280 million) for the October-December quarter, lower than the 9.48 billion baht average forecast by seven analysts polled by Reuters.|0.656606690245602|0.7966666666666666
0|52|ADVANC|2052015|Thailand's AIS Q4 net profit up 3.5 pct, below forecasts|BANGKOK, Feb 5 (Reuters) - Advanced Info Service PCL (AIS) ADVANC.BK, Thailand's largest mobile operator, said on Thursday its fourth-quarter net profit rose 3.5 percent from a year earlier due mainly to improved mobile usage and lower costs.AIS, 23-percent-owned by Singapore Telecommunications Ltd STEL.SI, posted net profit of 9.12 billion baht ($280 million) for the October-December quarter, lower than the 9.48 billion baht average forecast by seven analysts polled by Reuters. For 2014, net profit was down 0.7 percent to 36.03 billion baht while service revenue rose 1.2 percent, it said in a statement. It is aiming for service revenue growth of 3 to 4 percent in 2015.|0.5385997539806058|0.26
2|53|ADVANC|1292015|UPDATE 1-Thailand's Advanced Info to invest more than $1.23 bln in 2015|BANGKOK, Jan 29 (Reuters) - Thailand's largest mobile telephone operator, Advanced Info Service PCL (AIS) ADVANC.BK, plans to invest more than 40 billion baht ($1.23 billion) in 2015 to expand its telecoms infrastructure networks, the company said on Thursday.AIS will spend more than 30 billion baht to expand third generation (3G) mobile networks to retain its leading position and another 10 billion on its fixed broadband business, Chief Executive Somchai Lertsuttiwong told reporters.|0.7884607041353793|0.8433333333333334
1|54|ADVANC|1292015|Thailand's Advanced Info to invest over $1.23 bln in 2015|BANGKOK, Jan 29 (Reuters) - Advanced Info Service PCL (AIS) ADVANC.BK, Thailand's largest mobile phone operator, said on Thursday it planned to invest more than 40 billion baht ($1.23 billion) in 2015 on expanding its telecoms infrastructure networks.The value of the Thai wireless market is expected to grow 3 percent this year, while mobile devices and smartphones should rise 10 percent, the market leader said in a statement.|0.7702956490623138|0.93
1|55|ADVANC|11192014|THAILAND PRESS-AIS plans B60bn digital drive - Bangkok Post|Advanced Info Service Plc ADVANC.BK said it has set aside at least 60 billion baht for the first stage of fourth-generation (4G) wireless and fixed-line broadband project developments next year in its quest to capitalise on emerging digital lifestyle trends.|0.7844971825621562|0.9733333333333334
1|56|ADVANC|11062014|Thailand's AIS expects Q4 revenue to rise 4-5 pct on quarter|BANGKOK, Nov 6 (Reuters) - Thailan's largest mobile phone operator, Advanced Info Service PCL ADVANC.BK said on Thursday it expected fourth-quarter service revenue to rise 4 to 5 percent from the previous quarter, due to improving domestic consumption.The growth in the October-December period should help the company to achieve its 2014 growth target of 1-2 percent after the company was hit by a slower-than-expected economic recovery, Nattiya Poapongsakorn, IR manager told investors during quarterly earning presentation.|0.6946668866245018|0.9333333333333333
0|57|ADVANC|11032014|Thai Advanced Info Q3 net profit up 7.4 pct on year|BANGKOK, Nov 3 (Reuters) - Advanced Info Service PCL (AIS) ADVANC.BK, Thailand's largest mobile operator, said on Monday third quarter net profit rose 7.4 percent thanks to lower regulatory fees despite rising operation expenses for network expansion.AIS, 23 percent owned by Singapore Telecomminications LTD STEL.SI, posted a July-September net profit of 8.96 billion baht ($274.93 million), higher than the 8.8 billion baht average forecast by eight analysts polled by Reuters.The company said it maintained revenue growth forecast of 1-2 percent this year annd planned to officially launch fixed broadband business in early 2015.|0.6643776611754196|0.59
1|58|ADVANC|10172014|Thai AIS plans to invest $142 mln in broadband, keeps revenue view|BANGKOK, Oct 17 (Reuters) - Thailand's largest mobile operator, Advanced Info Service Pcl (AIS) ADVANC.BK plans to invest 4.6 billion baht ($142.19 million) in fixed line broadband network to tap strong demand for high speed Internet service in the country, chief executive Somchai Lertsuthiwong told reporters.|0.8238741058709219|0.94
0|59|ADVANC|9232014|Active funds caught out by Thai post-coup rally, retail buyers profit|"BANGKOK, Sept 23 (Reuters) - Fund managers in Thailand hired to beat the stock market have been caught flat footed by a 12 percent rally in the main index since a military coup in May.Retail investors jumped onto the rally and even passive funds that simply track the main index have outperformed so-called actively traded funds - leaving many fund managers having to explain to their investors where they took a wrong turn.While the stock market's main benchmark, the Stock Exchange of Thailand index .SETI, has risen 20.9 percent so far this year, the passive SCB SET Index Fund SCBSETu.BK has gained more than 23 percent, when dividend payouts are factored in.That is almost double the 12 percent gain of the managed Bualuang Top-Ten Fund (BTP), the best performing fund in 2012 and among the outperformers last year.The returns of actively managed funds such as BTP will likely lag passive index trackers and retail investors in 2014, market sources say.""Most fund managers have missed the train because of the unexpected rally of the Thai stock market after the coup,"" said Yernyong Thepjumnong, the equities fund manager of Krungthai Asset Management, who helps manage 471 billion baht ($14.6 billion) of assets.""It's easier for retail investors to reposition quickly.For big funds like us, we cannot make that swift a change.We have allocated more to less risky banking and consumer stocks and that has helped improve our fund performance but we still need to have positions in those (energy and telecom) big sectors.""In the months before the coup, when the government was undermined by protests in the streets of Bangkok, managed funds bought into sectors such as telecommunications and energy as part of a defensive strategy aimed at weathering uncertainty and a deteriorating economy.But military leaders quickly targeted these sectors for reform.The risk that reforms would hurt earnings caused some of the country's biggest blue-chip companies to underperform.Managed funds were too slow to exit energy and telecos and to buy into the small- and mid-cap stocks that rallied the most.Thai stocks did not sell off as sharply as in previous coups, and they rebounded as the junta's plans to tackle economic problems and boost consumption were seen as positive.Thai equities are now Southeast Asia's top performers.Year-to-date gains of passively managed index mutual funds, which mirror market indexes, have outperformed actively managed funds.Of the 117 open-ended equity mutual funds tracked by the Association of Investment Management Companies (AIMC), 47 have outperformed the SET's 20.9 percent gain so far this year.This includes all of Thailand's passive funds and a few actively managed ones such as SCB SET Banking Sector Fund with a gain of 38 percent.The remaining 70 funds, the majority of which are actively managed funds, underperformed the SET.Actively managed funds say they seek outperformance in the long term and short-term fluctuations are part of the process of achieving this objective.""We invest in companies who are market leaders with sustained competitive advantage and quality management at an attractive valuation, and would hold until the intrinsic values are realised,"" said Sudarat Tippayaterdtana, fund manager of BTP and head of the mutual equity fund of BBL Asset Management.But managed fund favourites such as the country's biggest mobile phone operator Advanced Info Service ADVANC.BK and its shareholder Intouch Holdings INTUCH.BK have struggled.Both have fallen 10 percent since the coup after the military suspended a 4G licence auction pending reforms to the telecommunications regulator and an auction review.The government's energy reforms have dented energy firms such as PTT Exploration and Production PTTEP.BK, with stock price gains of 4.1 percent smaller than those of the market.Gains in small- and mid-cap firms have fuelled the wider SET rally but many of these are too small to meet the restrictions placed on what large funds can invest in.Foreign investors, spooked first by the political turmoil and then by military rule, also missed out on the rally.Many of Thailand's wealthy retail investors have been big winners.""I had nearly liquidated all my stock investing during months of the political protest early this year because I was not sure of the situation,"" said Watchara Kaeow-sawang, a high net worth retail investor. ""But after the coup, I quickly picked up shares and was fully invested a week later.""Thai retail investors have dominated the market since the coup, making up more than 60 percent of daily trading value from about 50 percent or below before May.TH/TRADING01For some, the small- and mid-cap rally may have gone too far though.Of the 521 stocks listed on the SET, 211 are trading at valuations above the index average of 15.8 times price-to-earnings, Thomson Reuters data showed."|0.5739988563365729|0.30333333333333334
1|60|ADVANC|9042014|THAILAND PRESS-AIS to beef up cell network - Bangkok Post|Mobile leader Advanced Info Service PCL ADVANC.BK (AIS) plans to boost the number of its small cell sites to 3,000 nationwide by the year-end to serve high-density urban areas and offload traffic from its core network.|0.7176247400287202|0.8
0|61|ADVANC|8042014|UPDATE 1-Thailand's AIS cuts revenue target after drop in quarterly profit|"BANGKOK, Aug 4 (Reuters) - Advanced Info Service Pcl (AIS) ADVANC.BK, Thailand's largest mobile phone operator, reported a 7.8 percent drop in second-quarter net profit on Monday, hit by falling voice revenue and fierce competition after months of political unrest.The market leader cut its 2014 revenue growth target to between 1 and 2 percent, against an earlier estimate of 6 to 8 percent, but said it expected momentum to pick up in the second half, boosted by an improving economy, it said in a statement.""Growth in the latter half of this year is expected to accelerate on the back of improving consumer confidence from (the) relieved political situation and better data growth from improving network quality,"" the company said.AIS, 23 percent owned by Singapore Telecommunications Ltd STEL.SI, posted a net profit of 8.48 billion baht ($263.6 million) for the April-June quarter, slightly below the 8.9 billion forecast on average by 10 analysts polled by Reuters.This compared with 9.19 billion baht a year earlier and 9.48 billion in the previous quarter.The second quarter is normally low season for mobile phone use, while competition is heating up as operators offer aggressive pricing to attract clients and cuts in handset prices.Voice revenue fell 12 percent on year in April-June, while that from non-voice jumped 32 percent, AIS said.AIS shares, valued at $19 billion in total, have fallen 14 percent in the past three months, underperforming a 6 percent gain in the broad Thai index .SETI, after the military government postponed an auction for fourth-generation mobile phone bandwidth. (Full Story)Before the earnings announcement, AIS shares had closed up 1.4 percent, while the main index was 1.3 percent higher.($1 = 32.1700 Thai Baht)* Q2 net 8.48 bln baht vs forecast 8.9 bln* Voice revenue down 12 pct on yr, non-voice up 32 pct* Cuts 2014 rev target to 1-2 pct vs 6-8 pct"|0.37356714058865625|0.09333333333333334
0|62|ADVANC|8042014|Thailand's AIS Q2 net profit down 7.8 pct, below forecast|BANGKOK, Aug 4 (Reuters) - Advanced Info Service Pcl ADVANC.BK, Thailand's largest mobile phone operator, reported a 7.8 percent drop in second quarter net profit on Monday, hit by falling voice revenue in a weak consumption and fierce competition after months of political unrest.AIS, 23-percent owned by Singapore Telecommunications Ltd STEL.SI, posted a net profit of 8.48 billion baht ($263.60 million) for the April-June quarter, slightly below the 8.9 billion baht forecast on average by 10 analysts polled by Reuters.This compared with 9.19 billion baht a year earlier and 9.48 billion baht in the previous quarter.The second quarter is normally low season for mobile phone use, while competition is heating up as operators offer aggressive pricing to attract clients and cuts in handset prices.AIS shares, valued at $19 billion, have fallen 14 percent in the past three months, underperforming a 6 percent gain in the broad Thai index .SETI after the military government postponed an auction for fourth-generation mobile phone bandwidth. (Full Story)|0.35789380688523775|0.08
1|65|AOT|6282018|BRIEF-Airports Of Thailand Says Expects Record-High Net Profit In The Fiscal Year Ending Sept 30|June 28 (Reuters) - Airports of Thailand PCL AOT.BK:SAYS EXPECTS RECORD-HIGH NET PROFIT IN THE FISCAL YEAR ENDING SEPT 30|0.7379645323717762|0.9666666666666667
1|66|AOT|6272018|BRIEF-Airports Of Thailand Says Expects Revenue To Double Over Next Four Years On Airport Expansions|June 27 (Reuters) - Airports of Thailand PCL AOT.BK:SAYS AIMS FOR PASSENGER GROWTH OF 10 PERCENT IN THE FISCAL YEAR ENDING SEPT 30SAYS EXPECTS REVENUE TO DOUBLE OVER NEXT FOUR YEARS ON AIRPORT EXPANSIONS|0.7961184502648959|0.8633333333333333
1|67|AOT|6202018|Airports of Thailand approves $1.3 bln for Suvarnabhumi expansion plan|BANGKOK, June 20 (Reuters) - Airports of Thailand's (AOT) AOT.BK board approved an investment budget of 42.1 billion baht ($1.28 billion) for the expansion of Suvarnabhumi, Thailand's main airport, the state-owned company said on Wednesday.The sum, still subject to cabinet's approval, will be used for the long-delayed expansion of the international airport.AOT expects Suvarnabhumi airport, already stretched in capacity due to the country's tourism boom, to receive 65 million passengers this year and 68 million in 2019.It expects construction to begin next year and finish in 2021.|0.8026010543686999|0.8833333333333333
1|68|AOT|5282018|Airports of Thailand to invest $3.9 bln in new airports, handle more passengers|"BANGKOK, May 28 (Reuters) - Airports of Thailand PCL AOT.BK, a major beneficiary of the country's tourism boom, is adding new airports to its portfolio to ease demand, President Nitinai Sirismatthakarn told Reuters on Monday.The influx of tourists has lifted revenue and the share price, but is putting pressure on infrastructure and services.""Demand is outpacing supply,"" Nitinai said adding that AOT increased capacity to 101 million in its 2017 fiscal year, whereas passengers numbers reached 129 million.""We expect 10 percent passenger growth this fiscal year and continued growth for the next 4-5 years"" Nitinai said.AOT, which manages six airports in Thailand including the Suvarnabhumi airport in Bangkok, will build two additional airports to serve Chiang Mai and Phuket, both tourist cities where airports are at overcapacity.Thailand expects tourist arrivals to reach 37.5 million this year, up 6 percent from 2017 (Full Story).In February, the Phuket airport had to close overnight due to cracks in the runway.AOT reported a 12.3 percent jump in profit in its second-quarter ending in March, booking 7.3 billion baht ($228.70 million), will finance the 126 billion baht construction bill on its own, he said.""We have about 63 billion-64 billion baht of cash on hand and EBITA of 30 billion a year,"" he said.Construction will take about four years, but the bottleneck will be in how fast land can be acquired, he added.AOT, Thailand's second largest company after energy giant PTT Pcl, will also receive four airports currently under the Department of Airport, next year, pending cabinet approval, he said adding that this will increase its market share from 86 to 88 percent.AOT was also interested in managing the new U-Tapao airport but would have to review the terms first, he added.Thailand's main airport, Suvarnabhumi, has a capacity of 45 million passengers but receives 60 million a year, but its second phase is underway, he said.Airport reviewer, Skytrax ranks Suvarnabhmi Airport 36 out of 100, one spot ahead of Paris' Charles de Gaulle Airport while travellers complain about long immigration lines, poor services and pilots warn of deteriorating infrastructure.AOT's expansion for Suvarnahumi was delayed due to ""political stability changes in government and policy,"" he said, adding under this government airport expansion was able to proceed.Thailand is governed by a military junta, which came into power in a coup in 2014.By 2022, Suvarnabhumi will add a third runway, a satellite and a second terminal, increasing capacity to 110 million passengers.EYES ON DUTY-FREE AUCTIONAnother source of revenue for the firm are fees from duty-free and commercial concessions, which is currently held by King Power in a single concession set to expire in 2020.AOT's non-aeronautical revenue in its second quarter came in at 7 billion baht, mostly from concessions, making up 43 percent of total revenue.Nitinai expects the terms of the auction to be finalised and bidding to start between July and August with a winner by December.As a state-owned enterprise, there can be ""limitations to efficiency and transparency,"" said Managing Director of CLSA Securities (Thailand), Prinn Panitchpakdi, adding that governance could improve.The Thai government holds a 70 percent stake in AOT.Investors hope the upcoming bidding to be fair and transparent to maximize benefits to shareholders, Prinn said.A Thai retail industry group has recommended the auction be in multiple concessions.Last year, a 10-year duty free concession in the low-cost airport, Don Muang, was granted to King Power.Courts are looking into allegations against AOT and King Power. The suit accuses King Power of failing to pay the Thai government 14 billion baht from the operation of the airport franchise it was granted in 2006"|0.7730993454424612|0.8833333333333333
